MID,DISCIPLINE,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,COMMONNAME,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IRS990_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8400100268,GMU,630750700, , , ,712110,CHAMBER COUNTY MUSEUM,CHAMBER COUNTY MUSEUM INC, , ,PO BOX 171,LAFAYETTE,AL,36862,36862, , , , , ,3348649812,HTTP://WWW.LAFAYETTEAL.COM/DEFAULT.ASPX?MODE=MUSEUM,CHAMBER COUNTY MUSEUM INC,201312,0,0,0,PO BOX 171,LAFAYETTE,AL,36862-0171,197807, , , , ,-85.43804,32.90652,3,5,4,01,017,PO BOX 171,LAFAYETTE,AL,36862-0171,36862,1,1,0,0,0,0,0,0, 
8400100269,GMU,630751972, ,A58,001672307,813219,INTERNATIONAL MOTORSPORTS HALL OF FAME & MUSEUM,INTERNATIONAL MOTORSPORTS HALL OF FAME FOUNDATION, , ,PO BOX 1018,TALLADEGA,AL,35161-1018,35161,3198 SPEEDWAY BLVD,TALLADEGA,AL,35161-1018,35161,2563625002,HTTP://WWW.MOTORSPORTSHALLOFFAME.COM/?HOMEPAGE=TRUE,INTERNATIONAL MOTORSPORTS HALL OF FAME FOUNDATION,201403,0,0,0,PO BOX 1018,TALLADEGA,AL,35161-1018,198007, , , , ,-86.10313,33.43764,3,5,3,01, ,3198 SPEEDWAY BLVD,TALLADEGA,AL,35161-1018,35161,1,1,0,0,0,0,0,0, 
8400100296,GMU,630869280, ,A50, ,712110,FORT PAYNE DEPOT MUSEUM,FORT PAYNE DEPOT MUSEUM INC, , ,PO BOX 681420,FORT PAYNE,AL,35968-1615,35968,105 5TH STREET NE,FORT PAYNE,AL,35968-1615,35968,2568455714,HTTP://WWW.FORTPAYNEDEPOTMUSEUM.COM/,FORT PAYNE DEPOT MUSEUM INC,201409,3,41388,41388,PO BOX 681420,FORT PAYNE,AL,35968-1615,198501, , , , ,-85.71449,34.43922,3,5,4,01,049,105 5TH STREET NE,FORT PAYNE,AL,35968-1615,35968,1,1,0,0,0,0,0,0, 
8400100298,GMU,630870612, ,A50,930402149,712110,ALABAMA JAZZ HALL OF FAME,ALABAMA JAZZ HALL OF FAME INC,ALABAMA JAZZ HALL OF FAME, ,1631 4TH AVE N,BIRMINGHAM,AL,35203-1903,35203, , , , , , ,HTTP://WWW.JAZZHALL.COM,ALABAMA JAZZ HALL OF FAME INC,201306,4,369221,368247,1631 4TH AVE N,BIRMINGHAM,AL,35203-1903,198404, , , , ,-86.81283,33.51458,3,5,1,01,073,1631 4TH AVE N,BIRMINGHAM,AL,35203-1903,35203,1,1,0,0,1,0,0,0, 
8400100305,GMU,630899081, ,A20,603878687,710000,CENTER FOR CULTURAL ARTS,GADSDEN CULTURAL ARTS FOUNDATION INC, , ,PO BOX 1507,GADSDEN,AL,35902-1507,35902,501 BROAD STREET,GADSDEN,AL,35902-1507,35902,2565432787,HTTP://WWW.CULTURALARTS.ORG/,GADSDEN CULTURAL ARTS FOUNDATION INC,201312,6,2714683,1745386,PO BOX 1507,GADSDEN,AL,35902-1507,198605, , , , ,-86.00513,34.01391,3,5,1,01,055,501 BROAD STREET,GADSDEN,AL,35902-1507,35902,1,1,0,0,0,0,0,0, 
8400100315,GMU,630959638, ,A50, ,712110,MONTGOMERY WORLD HERITAGE MUSEUM,MONTGOMERY WORLD HERITAGE MUSEUM INC, , ,119 W JEFF DAVIS AVENUE,MONTGOMERY,AL,36104,36104, , , , , , , ,MONTGOMERY WORLD HERITAGE MUSEUM INC,201412,0,0,0,119 W JEFF DAVIS AVE,MONTGOMERY,AL,36104-4917,198710, , , , ,-86.31063,32.36612,3,5,1,01,101,119 W JEFF DAVIS AVE,MONTGOMERY,AL,36104-4917,36104,1,1,0,0,0,0,0,0, 
8400100317,GMU,630968480, ,A50, ,712110,SCOTT AND ZELDA FITZGERALD MUSEUM,SCOTT AND ZELDA FITZGERALD MUSEUM ASSOCIATION INC, , ,919 FELDER AVENUE,MONTGOMERY,AL,36106,36106, , , , , ,3342644222, ,SCOTT AND ZELDA FITZGERALD MUSEUM ASSOCIATION INC,201412,0,0,0,PO BOX 64,MONTGOMERY,AL,36101-0064,198808, , , , ,-86.31101,32.37375,3,5,1,01,101,PO BOX 64,MONTGOMERY,AL,36101-0064,36101,1,1,0,0,0,0,0,0, 
8400100327,GMU,631009605, ,A58, ,712110,MOBILE SPORTS HALL OF FAME,MOBILE SPORTS HALL OF FAME INC, , ,1074 SOUTHERN WAY,MOBILE,AL,36609-3053,36609, , , , , , , ,MOBILE SPORTS HALL OF FAME INC,201312,4,221412,221412,1074 SOUTHERN WAY,MOBILE,AL,36609-3053,199203, , , , ,-88.18115,30.66666,3,5,1,01,097,1074 SOUTHERN WAY,MOBILE,AL,36609-3053,36609,1,1,0,0,0,0,0,0, 
8400100328,GMU,631022145, ,A50,847377652,712110,MUSEUM OF EAST ALABAMA,MUSEUM OF EAST ALABAMA, , ,PO BOX 3085,OPELIKA,AL,36803-3085,36803,121 S 9TH STREET,OPELIKA,AL,36803-3085,36803,3347492751,HTTP://WWW.EASTALABAMA.ORG/VOLUNTEER.ASPX,MUSEUM OF EAST ALABAMA,201409,3,44650,44650,PO BOX 3085,OPELIKA,AL,36803-3085,199011, , , , ,-85.38025,32.64708,3,5,1,01,081,121 S 9TH STREET,OPELIKA,AL,36803-3085,36803,1,1,0,0,1,0,0,0, 
8400100329,GMU,631025058, ,A50, ,712110,MADISON COUNTY MILITARY HERITAGE,MADISON COUNTY MILITARY HERITAGE COMMISSION, , ,100 NORTH SIDE SQ PO BOX 398,HUNTSVILLE,AL,35801-8815,35801,100 NORTHSIDE SQUARE,HUNTSVILLE,AL,35801-8815,35801,2565321662,HTTP://WWW.MCMHC.ORG/,MADISON COUNTY MILITARY HERITAGE COMMISSION,201412,0,0,0,PO BOX 125,HUNTSVILLE,AL,35804-0125,199812, , , , ,-86.58595,34.7305,3,5,1,01,089,100 NORTHSIDE SQUARE,HUNTSVILLE,AL,35801-8815,35801,1,1,0,0,0,0,0,0, 
8400100335,GMU,631067870, ,A50,826874281,712110,NATIONAL VOTING RIGHTS MUSEUM AND INSTITUTE,NATIONAL VOTING RIGHTS MUSEUM AND INSTITUTE INC, , ,PO BOX 1366,SELMA,AL,36702-1366,36702,6 US HIGHWAY 80 EAST,SELMA,AL,36702-1366,36702,3344180800,HTTP://NVRMI.COM/,NATIONAL VOTING RIGHTS MUSEUM AND INSTITUTE INC,201312,4,174280,174280,PO BOX 1366,SELMA,AL,36702-1366,199312, , , , ,-87.01724,32.40298,3,5,4,01,047,6 US HIGHWAY 80 EAST,SELMA,AL,36702-1366,36702,1,1,1,0,0,0,0,0, 
8400100343,GMU,631099463, , , , ,JOHN SOLOMON MUSEUM OF LIVING HISTORY,JOHN SOLOMON MUSEUM OF LIVING HISTORY, , ,1136 7TH AVE,GADSDEN,AL,35901,35901, , , , , , , , , , , , , , , , , , , , , ,-86.01936,34.01233,3,5,1,01,055,1136 7TH AVE,GADSDEN,AL,35901,35901,0,1,0,0,0,0,0,0, 
8400100358,GMU,631125485, ,A50, ,712110,BARBER VINTAGE MOTORSPORT MUSEUM,BARBER VINTAGE MOTORSPORT MUSEUM, , ,6030 BARBER MOTORSPORTS PARKWAY,BIRMINGHAM,AL,35094,35094, , , , , ,2056997275,HTTP://WWW.BARBERMUSEUM.ORG,BARBER VINTAGE MOTORSPORT MUSEUM,201312,7,5329649, ,6030 BARBER MOTORSPORTS,BIRMINGHAM,AL,35094-0000,199605, , , , ,-86.62444,33.50171,3,5,4,01,073,6030 BARBER MOTORSPORTS,BIRMINGHAM,AL,35094-0000,35094,1,1,0,0,1,0,0,0, 
8400100359,GMU,631125528, , ,601255776, ,WALLACE MUSEUM FOUNDATION,WALLACE MUSEUM FOUNDATION, , ,PO BOX 667,MONTGOMERY,AL,36101-0667,36101, , , , , , , , , , , , , , , , , , , , , ,-86.31101,32.37375,3,5,1,01,101,PO BOX 667,MONTGOMERY,AL,36101-0667,36101,0,1,0,0,0,0,0,0, 
8400100370,GMU,631149586, ,A50, ,712110,SOUTH BALDWIN MUSEUM,SOUTH BALDWIN MUSEUM FOUNDATON INC, , ,PO BOX 546,FOLEY,AL,36536-0546,36536, , , , , , , ,SOUTH BALDWIN MUSEUM FOUNDATON INC,201312,2,21283,21283,PO BOX 546,FOLEY,AL,36536-0546,199509, , , , ,-87.68332,30.40633,3,5,3,01,003,PO BOX 546,FOLEY,AL,36536-0546,36536,1,1,0,0,0,0,0,0, 
8400100371,GMU,631153400, ,B80, ,712110,ALABAMA MENS HALL OF FAME,ALABAMA MENS HALL OF FAME AN ELEEMOSYNARY CORP, , ,1125 E COLLINWOOD CIR,OPELIKA,AL,36801-2703,36801,800 LAKESHORE DRIVE,BIRMINGHAM,AL,36801-2703,36801,2057262362, ,ALABAMA MENS HALL OF FAME AN ELEEMOSYNARY CORP,201409,1,7618,7618,800 LAKESHORE DR,BIRMINGHAM,AL,35229-0001,199801, , , , ,-86.78814,33.46411,3,5,2,01,073,800 LAKESHORE DRIVE,BIRMINGHAM,AL,36801-2703,36801,1,1,0,0,0,0,0,0, 
8400100381,GMU,631182396, ,A50, ,813219,ALABAMA CONSTITUTION VILLAGE FOUNDATION,ALABAMA CONSTITUTION VILLAGE FOUNDATION, , ,404 MADISON ST SE,HUNTSVILLE,AL,35801-4203,35801, , , , , ,2565648100,HTTP://WWW.EARLYWORKS.COM,ALABAMA CONSTITUTION VILLAGE FOUNDATION,201409,6,1101454,806811,404 MADISON ST SE,HUNTSVILLE,AL,35801-4203,199701, , , , ,-86.58469,34.72861,3,5,1,01,089,404 MADISON ST SE,HUNTSVILLE,AL,35801-4203,35801,1,1,0,0,1,0,0,0, 
8400100386,GMU,631206198, ,A50,072140630,712110,VINTAGE RADIO MUSEUM,VINTAGE RADIO MUSEUM, , ,10808 MCKENZIE RD,FAIRHOPE,AL,36532-5426,36532, , , , , ,3349285124,HTTP://WWW.VRCMCT.ORG/,VINTAGE RADIO MUSEUM,201312,1,1, ,10808 MCKENZIE RD,FAIRHOPE,AL,36532-5426,199904, , , , ,-87.83571,30.42221,3,5,4,01,003,10808 MCKENZIE RD,FAIRHOPE,AL,36532-5426,36532,1,1,0,0,0,0,0,0, 
8400100398,GMU,631252575, ,A50, ,712110,GEORGE WASHINGTON CARVER INTERPRETIVE MUSEUM,GEORGE WASHINGTON CARVER INTERPRETIVE MUSEUM,GEORGE WASHINGTON CARVER INTERPRETIVE MUSEUM, ,305 N FOSTER ST,DOTHAN,AL,36303-4543,36303, , , , , ,3347120933,HTTP://WWW.GWCARVERMUSEUM.ORG,GEORGE WASHINGTON CARVER INTERPRETIVE MUSEUM,201312,3,53324,53324,305 N FOSTER ST,DOTHAN,AL,36303-4543,200010, , , , ,-85.39257,31.22673,3,5,1,01,069,305 N FOSTER ST,DOTHAN,AL,36303-4543,36303,1,1,0,0,1,0,0,0, 
8400100401,GMU,631259625, ,A50, ,712120,HELEN KELLER BIRTHPLACE,HELEN KELLER BIRTHPLACE FOUNDATION INC, , ,300 N COMMONS ST W,TUSCUMBIA,AL,35674-1134,35674, , , , , ,2563834066,HTTP://WWW.HELENKELLERBIRTHPLACE.ORG,HELEN KELLER BIRTHPLACE FOUNDATION INC,201309,4,261626,199930,300 N COMMONS ST W,TUSCUMBIA,AL,35674-1134,200112, , , , ,-87.70631,34.73802,3,5,2,01,033,300 N COMMONS ST W,TUSCUMBIA,AL,35674-1134,35674,1,1,0,0,1,0,0,0, 
8400100406,GMU,631277848, ,A11, ,813219,OLD METHODIST CHURCH MUSEUM OF DAPHNE,FRIENDS OF THE OLD METHODIST CHURCH MUSEUM OF DAPHNE INC, ,FRIENDS OF THE OLD METHODIST CHURCH MUSEUM OF DAPHNE INC,PO BOX 847,DAPHNE,AL,36526,36526,405 DRYER AVENUE,DAPHNE,AL,36526,36526,2516219620,HTTP://WWW.DAPHNEMUSEUMALABAMA.ORG/,FRIENDS OF THE OLD METHODIST CHURCH MUSEUM OF DAPHNE INC,201412,0,0,0,PO BOX 847,DAPHNE,AL,36526-0847,200205, , , , ,-87.90917,30.6015,3,5,1,01,003,405 DRYER AVENUE,DAPHNE,AL,36526,36526,1,1,0,0,0,0,0,0, 
8400100416,GMU,636001873, , , ,721214,CAMP MCDOWELL,CAMP MCDOWELL, , ,105 DELONG RD,NAUVOO,AL,35578-6550,35578, , , , , ,2053871806,HTTP://CAMPMCDOWELL.DIOALA.ORG/INDEX.HTML,CAMP MCDOWELL, ,0, , ,105 DELONG RD,NAUVOO,AL,35578-6550,194001, , , , ,-87.38654,34.00155,3,5,4,01,133,105 DELONG RD,NAUVOO,AL,35578-6550,35578,1,1,0,0,0,0,0,0, 
8400100435,GMU,721378363, ,B90, ,813311,TUSKEGEE HUMAN & CIVIL RIGHTS,TUSKEGEE HUMAN AND CIVIL RIGHTS MULTICULTURAL CENTER, ,TUSKEGEE HUMAN AND CIVIL RIGHTS MULTICULTURAL CENTER,PO BOX 830768,TUSKEGEE,AL,36083-0768,36083,104 SOUTH ELM STREET,TUSKEGEE,AL,36083-0768,36083,3347240800,HTTP://WWW.TUSKEGEECENTER.ORG,TUSKEGEE HUMAN AND CIVIL RIGHTS MULTICULTURAL CENTER,201312,4,189558,189558,PO BOX 830239,TUSKEGEE,AL,36083-0239,199707, , , , ,-85.69088,32.42215,3,5,3,01,087,104 SOUTH ELM STREET,TUSKEGEE,AL,36083-0768,36083,1,1,0,0,1,0,0,0, 
8400100438,GMU,721397865, ,A54,024042363, ,HANK WILLIAMS MEMORIAL FOUNDATION,HANK WILLIAMS MEMORIAL FOUNDATION,HANK WILLIAMS MEMORIAL FOUNDATION, ,118 COMMERCE ST,MONTGOMERY,AL,36104-2538,36104, , , , , ,3342623600,HTTP://WWW.THEHANKWILLIAMSMUSEUM.NET, , , , , , , , , , , , , , ,-86.31167,32.3801,3,5,1,01,101,118 COMMERCE ST,MONTGOMERY,AL,36104-2538,36104,0,0,0,0,1,0,0,0, 
8400100452,GMU,820565568, ,B99,845859979, ,HARTSELLE MILITARY MUSEUM,HARTSELLE MILITARY MUSEUM AND FOUNDATION, , ,PO BOX 992,HARTSELLE,AL,35640-0992,35640, , , , , ,2562277308, , , , , , , , , , , , , , , ,-86.93845,34.44281,3,5,2,01,103,PO BOX 992,HARTSELLE,AL,35640-0992,35640,0,1,0,0,0,0,0,0, 
8400200001,GMU,926003019, , , , ,SEWARD MUSEUM,RESURRECTION BAY HISTORICAL SOCIETY INC, , ,336 3RD AVE,SEWARD,AK,99664,99664, , , , , ,9072243902,HTTP://WWW.MUSEUMSUSA.ORG/MISC/ERROR/BFB7149B-90EE-4520-9342-372415A8233C,RESURRECTION BAY HISTORICAL SOCIETY INC,201412,0,0,0,PO BOX 55,SEWARD,AK,99664-0055,196601, , , , ,-149.38716,60.20885,6,8,4,02,122,PO BOX 55,SEWARD,AK,99664-0055,99664,1,0,0,0,1,0,0,0, 
8400200007,GMU, , , , , ,TOTEM HERITAGE CENTER,TOTEM HERITAGE CENTER, , ,601 DEERMOUNT ST,KETCHIKAN,AK,99901,99901, , , , , ,9072255900, , , , , , , , , , , , , , , ,-131.63255,55.34301,6,8,4,02,130,601 DEERMOUNT ST,KETCHIKAN,AK,99901,99901,0,0,0,0,1,0,0,0, 
8400200013,GMU, , , , , ,KIND HEART ALASKA MUSEUM,KIND HEART ALASKA MUSEUM, , ,5 CHENA HOT SPRINGS RD,NORTH POLE,AK,99705,99705, , , , , ,9074900054, , , , , , , , , , , , , , , ,-147.3687,64.77904,6,8,2,02, ,5 CHENA HOT SPRINGS RD,NORTH POLE,AK,99705,99705,0,0,0,0,1,0,0,0, 
8400200015,GMU,270980810, ,A11,931282420,813219,JUNEAU DOUGLAS CITY MUSEUM,FRIENDS OF THE JUNEAU-DOUGLAS CITY MUSEUM, , ,155 S SEWARD,JUNEAU,AK,99801,99801, , , , , ,9075863572, ,FRIENDS OF THE JUNEAU-DOUGLAS CITY MUSEUM,201312,0,0,0,PO BOX 22450,JUNEAU,AK,99802-2450,201005, , , , ,-134.42701,58.30418,6,8,3,02,110,PO BOX 22450,JUNEAU,AK,99802-2450,99802,1,0,1,0,0,0,0,0, 
8400200016,GMU, , , , , ,HOPE AND SUNRISE MUSEUM,HOPE AND SUNRISE MUSEUM, , ,2ND ST,HOPE,AK,99605,99605,64851 2ND STREET; PO BOX 88,HOPE,AK,99605,99605,9077823740,HTTPS://SITES.GOOGLE.COM/SITE/HOPEHISTORICALSITE2/, , , , , , , , , , , , , , ,-149.54407,60.88669,6,8,4,02,122,64851 2ND STREET; PO BOX 88,HOPE,AK,99605,99605,0,0,0,0,1,0,0,0, 
8400200018,GMU, , , , , ,LAST CHANCE MINING MUSEUM,LAST CHANCE MINING MUSEUM, , ,1001 BASIN RD,JUNEAU,AK,99801,99801, , , , , ,9075865338, , , , , , , , , , , , , , , ,-134.39819,58.30836,6,8,4,02,110,1001 BASIN RD,JUNEAU,AK,99801,99801,0,0,0,0,1,0,0,0, 
8400200019,GMU, , , , , ,FAIRBANKS ICE MUSEUM,FAIRBANKS ICE MUSEUM, , ,500 2ND AVE,FAIRBANKS,AK,99701,99701, , , , , ,9074518222,HTTP://WWW.ICEMUSEUM.COM, , , , , , , , , , , , , , ,-147.71794,64.84363,6,8,1,02,090,500 2ND AVE,FAIRBANKS,AK,99701,99701,0,0,0,0,1,0,0,0, 
8400200020,GMU, , , , , ,DOROTHY G PAGE MUSEUM,DOROTHY G PAGE MUSEUM, , ,323 N MAIN ST,WASILLA,AK,99654,99654, , , , , ,9073739071,HTTP://WWW.CITYOFWASILLA.COM/DEPARTMENTS-DIVISIONS/MUSEUM, , , , , , , , , , , , , , ,-149.44139,61.58234,6,8,3,02,170,323 N MAIN ST,WASILLA,AK,99654,99654,0,0,0,0,1,0,0,0, 
8400200023,GMU, , , ,018480355, ,COLONY HOUSE MUSEUM,COLONY HOUSE MUSEUM, , ,316 E ELMWOOD AVE,PALMER,AK,99645,99645, , , , , ,9077451935, , , , , , , , , , , , , , , ,-149.11008,61.59873,6,8,3,02,170,316 E ELMWOOD AVE,PALMER,AK,99645,99645,0,0,0,0,1,0,0,0, 
8400200025,GMU, , , , , ,ALASKALAND PIONEER AIR MUSEUM,ALASKALAND PIONEER AIR MUSEUM, , ,AIRPORT WAY,FAIRBANKS,AK,99707-0437,99707, , , , , ,9074510037,HTTP://CO.FAIRBANKS.AK.US, , , , , , , , , , , , , , ,-147.72457,64.84231,6,8,1,02,090,AIRPORT WAY,FAIRBANKS,AK,99707-0437,99707,0,0,1,0,0,0,0,0, 
8400200026,GMU,920091086, ,O00, ,813219,ALASKA TROOPER MUSEUM,FRATERNAL ORDER OF ALASKA STATE TROOPERS CHARITY CORPORATIO, , ,245 W 5TH AVE,ANCHORAGE,AK,99501,99501, , , , , ,9072795050,HTTP://WWW.ALASKATROOPERMUSEUM.COM,FRATERNAL ORDER OF ALASKA STATE TROOPERS CHARITY CORPORATIO,201312,5,769702,221807,245 W 5TH AVE STE 113,ANCHORAGE,AK,99501-2300,198503, , , , ,-149.88622,61.21765,6,8,1,02,020,245 W 5TH AVE STE 113,ANCHORAGE,AK,99501-2300,99501,1,0,0,0,1,0,0,0, 
8400200034,GMU,201276510, ,A20, ,712110,FAIRBANKS HOCKEY HALL OF FAME,FAIRBANKS HOCKEY HALL OF FAME INC, , ,219 SLATER DR,FAIRBANKS,AK,99701-3429,99701, , , , , , , ,FAIRBANKS HOCKEY HALL OF FAME INC,201312,3,35320,31075,219 SLATER DR,FAIRBANKS,AK,99701-3429,201209, , , , ,-147.70136,64.83881,6,8,1,02,090,219 SLATER DR,FAIRBANKS,AK,99701-3429,99701,1,1,0,0,0,0,0,0, 
8400200035,GMU,202076516, ,B99, ,712110,SIMON PANEAK MEMORIAL MUSEUM,SIMON PANEAK MEMORIAL MUSEUM INC,SIMON PANEAK MEMORIAL MUSEUM, ,PO BOX 21085,ANAKTUVUK PASS,AK,99721,99721,341 MEKIANA ROAD,ANAKTUVUK PASS,AK,99721,99721,9076613413, ,SIMON PANEAK MEMORIAL MUSEUM INC,201312,0,0,0,341 MEKIANA STREET,ANAKTUVUK PA,AK,99721-0000,200503, , , , ,-151.89265,68.24085,6,8,4,02, ,341 MEKIANA ROAD,ANAKTUVUK PASS,AK,99721,99721,1,1,1,0,1,0,0,0, 
8400200036,GMU,203297367, ,A84,784141074,712110,PALMER MUSEUM OF HISTORY AND ART,PALMER MUSEUM OF HISTORY AND ART, , ,723 S VALLEY WAY,PALMER,AK,99645-6601,99645, , , , , ,9077467668,HTTP://PALMERMUSEUM.ORG,PALMER MUSEUM OF HISTORY AND ART,201312,4,161428,144442,723 S VALLEY WAY,PALMER,AK,99645-6601,200604, , , , ,-149.11359,61.59857,6,8,3,02,170,723 S VALLEY WAY,PALMER,AK,99645-6601,99645,1,1,0,0,1,0,0,0, 
8400200038,GMU,204609315, ,A20,808029651, ,KENAI BICENTENNIAL VISITORS AND CULT. CENTER,KENAI BICENTENNIAL VISITORS AND CULT. CENTER, , ,11471 KENAI SPUR HWY,KENAI,AK,99611-7757,99611, , , , , ,9072831991, , , , , , , , , , , , , , , ,-151.26121,60.55468,6,8,3,02,122,11471 KENAI SPUR HWY,KENAI,AK,99611-7757,99611,0,1,0,0,0,0,0,0, 
8400200044,GMU,237067119, ,A50,809386824,813219,ALASKA STATE MUSEUM,FRIENDS OF THE ALASKA STATE MUSEUM, , ,395 WHITTIER ST,JUNEAU,AK,99801-1718,99801, , , , , ,9074652901,HTTP://MUSEUMS.ALASKA.GOV,FRIENDS OF THE ALASKA STATE MUSEUM,201312,4,182675,129192,395 WHITTIER ST,JUNEAU,AK,99801-1718,197005, , , , ,-134.4148,58.30048,6,8,3,02,110,395 WHITTIER ST,JUNEAU,AK,99801-1718,99801,1,1,0,0,1,0,0,0, 
8400200062,GMU,364642971, ,A50, ,712110,STORIS MUSEUM,STORIS MUSEUM, , ,3201 NOWELL AVE,JUNEAU,AK,99801,99801, , , , , , , ,STORIS MUSEUM,201312,0,0,0,3201 NOWELL AVE,JUNEAU,AK,99801-1933,200901, , , , ,-134.43055,58.29323,6,8,3,02,110,3201 NOWELL AVE,JUNEAU,AK,99801-1933,99801,1,1,0,0,0,0,0,0, 
8400200067,GMU,456688579, ,A50, ,712110,CLAUDIA KELSEY DOLL MUSEUM,CLAUDIA KELSEY DOLL MUSEUM TR DBA AUNT CLAUDIAS DOLLS A MUS, ,CLAUDIA KELSEY DOLL MUSEUM TR DBA AUNT CLAUDIAS DOLLS A MUSE,114 S FRANKLIN ST STE 103,JUNEAU,AK,99801-1360,99801,114 S FRANKLIN ST SUITE #102,JUNEAU,AK,99801-1360,99801,9075864969,HTTP://WWW.AUNTCLAUDIASDOLLS.COM/,CLAUDIA KELSEY DOLL MUSEUM TR DBA AUNT CLAUDIAS DOLLS A MUS,201312,0,0,0,114 S FRANKLIN ST STE 10,JUNEAU,AK,99801-1360,201302, , , , ,-134.40561,58.3005,6,8,3,02,110,114 S FRANKLIN ST SUITE #102,JUNEAU,AK,99801-1360,99801,1,1,0,0,0,0,0,0, 
8400200078,GMU,711010049, ,A50, ,712110,ALASKA JEWISH MUSEUM,ALASKA JEWISH HISTORICAL MUSEUM AND CULTURAL CENTER, ,ALASKA JEWISH HISTORICAL MUSEUM AND CULTURAL CENTER,1117 E 35TH AVE,ANCHORAGE,AK,99508-4258,99508,1221 E 35TH AVENUE,ANCHORAGE,AK,99508-4258,99508,9077707021, ,ALASKA JEWISH HISTORICAL MUSEUM AND CULTURAL CENTER,201312,6,2658938,34374,1117 E 35TH AVE,ANCHORAGE,AK,99508-4258,200707, , , , ,-149.86071,61.18946,6,8,1,02,020,1221 E 35TH AVENUE,ANCHORAGE,AK,99508-4258,99508,1,1,0,0,0,0,0,0, 
8400200079,GMU,731652033, ,A23,826909517,710000,JILKAAT KWAAN HERITAGE CENTER,JILKATT KWANN CULTURAL HERITAGE CENTER - BALD EAGLE OBSERVA, , ,PO BOX 976,HAINES,AK,99827-0976,99827,32 CHILKAT AVE,HAINES,AK,99827-0976,99827,9077675485,HTTP://JILKAATKWAANHERITAGECENTER.ORG/,JILKATT KWANN CULTURAL HERITAGE CENTER - BALD EAGLE OBSERVA,201312,3,78314,78314,PO BOX 210,HAINES,AK,99827-0210,200303, , , , ,-135.47365,59.24675,6,8,4,02, ,32 CHILKAT AVE,HAINES,AK,99827-0976,99827,1,1,0,0,0,0,0,0, 
8400200080,GMU,800508049, ,A50,363679882,712110,PRIBILOF ALEUTS,PRIBILOF ALEUTS INC, , ,615 E 82ND AVE STE 200,ANCHORAGE,AK,99518-3159,99518, , , , , ,9072232348, ,PRIBILOF ALEUTS INC,201409,0,0,0,615 E 82ND AVE STE 200,ANCHORAGE,AK,99518-3159,201007, , , , ,-149.87117,61.14654,6,8,1,02,020,615 E 82ND AVE STE 200,ANCHORAGE,AK,99518-3159,99518,1,1,0,0,0,0,0,0, 
8400200082,GMU,810649085, ,A50, ,712110,ALASKA SPORTS HALL OF FAME,ALASKA SPORTS HALL OF FAME INC, , ,6740 SAMUEL CT,ANCHORAGE,AK,99516-6908,99516,14815 ECHO CANYON RD,ANCHORAGE,AK,99516-6908,99516, , ,ALASKA SPORTS HALL OF FAME INC,201312,6,1370930,615273,6740 SAMUEL CT,ANCHORAGE,AK,99516-2412,200506, , , , ,-149.6926,61.08741,6,8,4,02,020,14815 ECHO CANYON RD,ANCHORAGE,AK,99516-6908,99516,1,1,0,0,1,0,0,0, 
8400200085,GMU,920018660, ,B71, ,514120,SEWARD COMMUNITY LIBRARY,SEWARD COMMUNITY LIBRARY ASSOCIATION INC, , ,239 6TH AVE,SEWARD,AK,99664-2389,99664, , , , , ,9072244082, ,SEWARD COMMUNITY LIBRARY ASSOCIATION INC,201406,3,25020,20137,PO BOX 2023,SEWARD,AK,99664-2023,195708, , , , ,-149.38716,60.20885,6,8,4,02,122,PO BOX 2023,SEWARD,AK,99664-2023,99664,1,0,0,1,0,0,0,0, 
8400200090,GMU,920042378, , , , ,INUPIAT HERITAGE CENTER,INUPIAT HERITAGE CENTER, , ,5421 N STAR ST,BARROW,AK,99723,99723,5421 N STAR ST,BARROW,AK,99723,99723,9078520422,HTTP://WWW.INUPIATHERITAGE.ORG/, , , , , , , , , , , , , , ,-155.14303,70.66976,6,8,4,02, ,5421 N STAR ST,BARROW,AK,99723,99723,0,0,1,0,0,0,0,0, 
8400200102,GMU,920081844, ,A23,147655799,710000,SEALASKA HERITAGE INSTITUTE,SEALASKA HERITAGE INSTITUTE, , ,1 SEALASKA PLZ STE 301,JUNEAU,AK,99801-1245,99801, , , , , ,9074634844,HTTP://WWW.SEALASKAHERITAGE.ORG/,SEALASKA HERITAGE INSTITUTE,201312,7,7870397,7812834,1 SEALASKA PLZ STE 301,JUNEAU,AK,99801-1245,198202, , , , ,-134.40814,58.30039,6,8,3,02,110,1 SEALASKA PLZ STE 301,JUNEAU,AK,99801-1245,99801,1,1,0,0,0,0,0,0, 
